title,article_id,ai4epi_abstract_decision,downloaded
"Structures and Mechanisms of Nonsegmented, Negative-Strand RNA Virus Polymerases",PMID_37137281,EXCLUDE,True
Addressing the Complications of Ebola and Other Viral Hemorrhagic Fever Infections: Using Insights from Bacterial and Fungal Sepsis,PMID_26425845,EXCLUDE,True
Comparison of Bone and Renal Effects In HIV-infected Adults Switching to Abacavir or Tenofovir Based Therapy in a Randomized Trial,PMID_22479327,EXCLUDE,True
Bipartite promoters and RNA editing of paramyxoviruses and filoviruses,PMID_30587495,EXCLUDE,True
A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,PMID_25915054,EXCLUDE,True
Pharmacokinetics of plasma‐derived <scp>C</scp>1‐esterase inhibitor after subcutaneous versus intravenous administration in subjects with mild or moderate hereditary angioedema: the <scp>PASSION</scp> study,PMID_24266596,EXCLUDE,True
Analysis of Simple and Imperfect Microsatellites in Ebolavirus Species and Other Genomes of Filoviridae Family,DOI_a21a853e9744,EXCLUDE,True
Drug repurposing clinical trials in the search for life-saving COVID-19 therapies; research targets and methodological and ethical issues,DOI_c97448658124,EXCLUDE,True
Identification and Characteristics of Fusion Peptides Derived From Enveloped Viruses,PMID_34497798,EXCLUDE,True
In silico identification of potential inhibitors of vital monkeypox virus proteins from FDA approved drugs,DOI_cd2cfa940e24,EXCLUDE,True
Methodological approaches to assess passion fruit resistance (Passiflora spp.) to passionfruit woodiness disease,DOI_edcf7cd3a242,EXCLUDE,True
The role of TLR7 agonists in modulating COVID-19 severity in subjects with loss-of-function TLR7 variants,PMID_37567916,EXCLUDE,True
Towards a COVID-19 symptom triad: The importance of symptom constellations in the SARS-CoV-2 pandemic,DOI_5bbd611737b1,EXCLUDE,True
Randomized Clinical Trial: Bergamot Citrus and Wild Cardoon Reduce Liver Steatosis and Body Weight in Non-diabetic Individuals Aged Over 50 Years,PMID_32849284,EXCLUDE,True
CRISPR-mediated activation of endogenous BST-2/tetherin expression inhibits wild-type HIV-1 production,PMID_30816279,EXCLUDE,True
Iron Related Biomarkers Predict Disease Severity in a Cohort of Portuguese Adult Patients during COVID-19 Acute Infection,PMID_34960751,EXCLUDE,True
Sexual transmission of hepatitis B surface antigen. Infection of husbands by HBsAg carrier-state wives.,PMID_509191,EXCLUDE,True
Report of sexually transmitted diseases by HIV infected men during follow up: time to target the HIV infected?,PMID_10961196,EXCLUDE,True
"Messenger RNA Cap Methylation in Vesicular Stomatitis Virus, a Prototype of Non‐Segmented Negative‐Sense RNA Virus",DOI_9944387ea3ad,EXCLUDE,True
"‘Managing scarcity’– a qualitative study on volunteer-based healthcare for chronically ill, uninsured migrants in Berlin, Germany",PMID_30904858,EXCLUDE,True
"Exploring the Path of Mediterranean Diet, Non-Alcoholic Fatty Liver Disease (NAFLD) and Inflammation towards 10-Year Cardiovascular Disease (CVD) Risk: The ATTICA Study 10-Year Follow-Up (2002–2012)",PMID_35745097,EXCLUDE,True
Down in the pond: Isolation and characterization of a new Serratia marcescens strain (LVF3) from the surface water near frog’s lettuce (Groenlandia densa),PMID_34748577,EXCLUDE,True
"Bombali Ebolavirus in <i>Mops condylurus</i> Bats (Molossidae), Mozambique",PMID_36418002,EXCLUDE,True
Non-vaccine-Preventable Infections,DOI_bed9c2d677a8,EXCLUDE,True
Cancer: a single disease with a multitude of manifestions?,PMID_14624698,EXCLUDE,True
Ebola virus disease sequelae and viral persistence in animal models: Implications for the future,PMID_38512815,EXCLUDE,True
CoronaCare study protocol: an ethnographic study of the risks to and potential for social health during the COVID-19 pandemic,PMID_34645659,EXCLUDE,True
Transcriptome reconstruction and annotation of cynomolgus and African green monkey,PMID_25277458,EXCLUDE,True
"Using the Hepatitis C Virus RNA-Dependent RNA Polymerase as a Model to Understand Viral Polymerase Structure, Function and Dynamics",PMID_26193306,EXCLUDE,True
About Marburg Virus and Homoeopathic Approach,DOI_48e45f5cde73,EXCLUDE,True
Die Rolle von Viren bei tiefen Atemwegsinfektionen des Erwachsenen,PMID_20091441,EXCLUDE,True
Immunopathological Changes in SARS-CoV-2 Critical and Non-critical Pneumonia Patients: A Systematic Review to Determine the Cause of Co-infection,PMID_33634060,EXCLUDE,True
Identification and characterization of short leader and trailer RNAs synthesized by the Ebola virus RNA polymerase,PMID_34699554,EXCLUDE,True
How Rwanda mounted a research response with an investigational vaccine just ten days into a Marburg outbreak,PMID_40750585,INCLUDE,True
Hervey virus: Study on co-circulation with Henipaviruses in Pteropid bats within their distribution range from Australia to Africa,DOI_72d002cbe082,EXCLUDE,True
Therapeutic equine hyperimmune antibodies with high and broad-spectrum neutralizing activity protect rodents against SARS-CoV-2 infection,PMID_36875106,EXCLUDE,True
Immucillins ImmA and ImmH Are Effective and Non-toxic in the Treatment of Experimental Visceral Leishmaniasis,PMID_26701750,EXCLUDE,True
"Range Expansion of Bombali Virus in <i>Mops condylurus</i> Bats, Kenya, 2019",PMID_33219788,EXCLUDE,True
X-ray inactivation of RNA viruses without loss of biological characteristics,PMID_33293534,EXCLUDE,True
Structural genomics of infectious disease drug targets: the SSGCID,PMID_21904037,EXCLUDE,True
Marmosets as models of infectious diseases,PMID_38465237,EXCLUDE,True
Circulating CD14&lt;sup&gt;+&lt;/sup&gt;CD16&lt;sup&gt;+&lt;/sup&gt; Monocyte Subsets as Biomarkers of the Severity of Coronary Artery Disease in Patients With Stable Angina Pectoris,PMID_22785372,EXCLUDE,True
Nipah virus outbreak in India: is it a bat-man conflict?,DOI_80486f6c0324,EXCLUDE,True
Evaluation of a novel intramuscular prime/intranasal boost vaccination strategy against influenza in the pig model,PMID_39116029,EXCLUDE,True
The World Health Organization’s pandemic treaty,PMID_36854465,EXCLUDE,True
Gene Therapy of Some Genetic Diseases by Transferring Normal Human Genomic DNA into Somatic Cells and Stem Cells from Patients,DOI_532ace4871ee,EXCLUDE,True
Proteomic landscape of SARS-CoV-2– and MERS-CoV–infected primary human renal epithelial cells,PMID_35110370,EXCLUDE,True
Polymerase-tagged respiratory syncytial virus reveals a dynamic rearrangement of the ribonucleocapsid complex during infection,PMID_33031461,EXCLUDE,True
Inhibition of SARS-CoV-2 Alpha Variant and Murine Noroviruses on Copper-Silver Nanocomposite Surfaces,PMID_35407155,EXCLUDE,True
Heterologous Protection to COVID-19 with BCG Vaccine: Deciphering the Reality Using Meta-Analysis Approach,DOI_cfcde60c26ef,EXCLUDE,True
"Enteric Viruses and Bacterial Species from the Faecal Droppings of Bats in Selected Bat Colonies in Ondo State, Nigeria",DOI_c2371c202293,EXCLUDE,True
SELECTED VIRAL HEMORRHAGIC FEVERS,DOI_e7dde4190fda,EXCLUDE,True
Conestat alfa for the treatment of angioedema attacks,DOI_95736d4fc4a1,EXCLUDE,True
Morphologic Differentiation of Viruses beyond the Family Level,PMID_25502324,EXCLUDE,True
Tracking ebolavirus genomic drift with a resequencing microarray,PMID_35143574,EXCLUDE,True
Humanitarian Access to Unapproved Interventions in Public Health Emergencies of International Concern,PMID_25710504,EXCLUDE,True
Single dose recombinant VSV based vaccine elicits robust and durable neutralizing antibody against Hantaan virus,PMID_38341504,EXCLUDE,True
Antiviral effects of interferon-stimulated genes in bats,PMID_37661999,EXCLUDE,True
GEOSPATIAL ANALYSIS OF URBAN LAND USE PATTERN ANALYSIS FOR HEMORRHAGIC FEVER RISK – A REVIEW,DOI_29c0d1123103,EXCLUDE,True
"Rapid establishment of a frontline field laboratory in response to an imported outbreak of Ebola virus disease in western Uganda, June 2019",PMID_34860831,EXCLUDE,True
eLife assessment: A novel MARV glycoprotein-specific antibody with potentials of broad-spectrum neutralization to filovirus,DOI_8d130e0ff59d,EXCLUDE,True
"Ancestral origin, antigenic resemblance and epidemiological insights of novel coronavirus (SARS-CoV-2): Global burden and Bangladesh perspective",DOI_5b6b5026d6b8,EXCLUDE,True
Anti-SARS-CoV-2 IgG antibodies are associated with reduced viral load,DOI_59fd91f96041,EXCLUDE,True
"Distribution of household disinfection kits during the 2014-2015 Ebola virus outbreak in Monrovia, Liberia: The MSF experience",PMID_32956374,EXCLUDE,True
ISG15 overexpression compensates the defect of Crimean-Congo hemorrhagic fever virus polymerase bearing a protease-inactive ovarian tumor domain,PMID_32931521,EXCLUDE,True
Expression of Tas1 Taste Receptors in Mammalian Spermatozoa: Functional Role of Tas1r1 in Regulating Basal Ca2+ and cAMP Concentrations in Spermatozoa,PMID_22427794,EXCLUDE,True
Interferon-β and Interferon-γ Are Weak Inhibitors of Ebola Virus in Cell-Based Assays,PMID_28368541,EXCLUDE,True
The 100 Top-cited Studies on Ebola: A Bibliometric Analysis,DOI_c7901ab40d27,EXCLUDE,True
"Can aerosols-generating dental, oral and maxillofacial, and orthopedic surgical procedures lead to disease transmission? An implication on the current COVID-19 pandemic",PMID_35979536,EXCLUDE,True
Plasma Clot Lysis Time and Its Association with Cardiovascular Risk Factors in Black Africans,PMID_23145007,EXCLUDE,True
Early Clinical Manifestations of Disseminated Sclerosis,PMID_15434411,EXCLUDE,True
Assembly and transport of filovirus nucleocapsids,PMID_35900983,EXCLUDE,True
Duty of care and health worker protections in the age of Ebola: lessons from Médecins Sans Frontières,PMID_31543992,EXCLUDE,True
Update on the Use of C1-Esterase Inhibitor Replacement Therapy in the Acute and Prophylactic Treatment of Hereditary Angioedema,PMID_29909591,EXCLUDE,True
Editorial: Shaping of Human Immune System and Metabolic Processes by Viruses and Microorganisms,PMID_31057521,EXCLUDE,True
Computational and experimental identification of keystone interactions in Ebola virus matrix protein <scp>VP40</scp> dimer formation,PMID_38591637,EXCLUDE,True
Overview of Marburg Viral Disease,DOI_7b14f88611fe,EXCLUDE,True
Knowledge of COVID-19 among Health Care Workers at a Tertiary Care Hospital of Nepal: A Descriptive Cross-sectional Study,PMID_34506418,EXCLUDE,True
"Method feasibility for cross-species testing, qualification, and validation of the Filovirus Animal Nonclinical Group anti-Ebola virus glycoprotein immunoglobulin G enzyme-linked immunosorbent assay for non-human primate serum samples",PMID_33119638,EXCLUDE,True
From Plant Survival Under Severe Stress to Anti-Viral Human Defense – A Perspective That Calls for Common Efforts,PMID_34211468,EXCLUDE,True
Measles infection causing Bacillus Calmette-Guérin reactivation: a case report,PMID_31340782,EXCLUDE,True
Surveillance and Control of Communicable Disease in Conflicts and Disasters,DOI_3e9c1a405a7f,EXCLUDE,True
CHANS-Law: preventing the next pandemic through the integration of social and environmental law,PMID_35309248,EXCLUDE,True
Blood coagulation factor XII drives adaptive immunity during neuroinflammation via CD87-mediated modulation of dendritic cells,PMID_27188843,EXCLUDE,True
In COS Cells Vpu Can Both Stabilize Tetherin Expression and Counteract Its Antiviral Activity,PMID_25360760,EXCLUDE,True
"Development and validation of portable, field-deployable Ebola virus point-of-encounter diagnostic assay for wildlife surveillance",PMID_34024280,EXCLUDE,True
IFITM Proteins Restrict Antibody-Dependent Enhancement of Dengue Virus Infection,PMID_22479637,EXCLUDE,True
"IL-10 promoter transactivation by the viral K-RTA protein involves the host-cell transcription factors, specificity proteins 1 and 3",PMID_29184003,EXCLUDE,True
Evasion of IFN-γ Signaling by Francisella novicida Is Dependent upon Francisella Outer Membrane Protein C,PMID_21483828,EXCLUDE,True
The Preparedness for Re-emerged and Emerging Infectious Diseases: A Lesson Through Outbreak of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) in South Korea,DOI_21b09f0b02ae,EXCLUDE,True
Effectiveness and Safety of a Single-Dose Ivermectin Treatment for Uncomplicated Strongyloidiasis in Immunosuppressed Patients (ImmunoStrong Study): The Study Protocol,PMID_34199000,EXCLUDE,True
Foreward: Molecular epidemiology of viral infection in Asia,PMID_15056253,EXCLUDE,True
Subcellular localization of nucleocapsid protein of SFTSV and its assembly into the ribonucleoprotein complex with L protein and viral RNA,PMID_34836987,EXCLUDE,True
Comparative genomics reveals low levels of inter- and intraspecies diversity in the causal agents of dwarf and common bunt of wheat and hint at conspecificity of Tilletia caries and T. laevis,PMID_35672841,EXCLUDE,True
Perspectives and potential approaches for targeting neuropilin 1 in SARS-CoV-2 infection,PMID_34961486,EXCLUDE,True
Five decades of infectious diseases outbreaks in the African region (1970-2018) A geographic snapshot,DOI_3a5bfcd1c6fe,EXCLUDE,True
Enhanced light microscopy visualization of virus particles from Zika virus to filamentous ebolaviruses,PMID_28651016,EXCLUDE,True
"<i>Mycobacterium shimoidei,</i>a Rare Pulmonary Pathogen, Queensland, Australia",PMID_29048290,EXCLUDE,True
A Frame-by-Frame Glance at Membrane Fusion Mechanisms: From Viral Infections to Fertilization,PMID_37509166,EXCLUDE,True
High-normal levels of hs-CRP predict the development of non-alcoholic fatty liver in healthy men,PMID_28234943,EXCLUDE,True
Can abdominal perimeter be used as an accurate estimation of intra-abdominal pressure?,DOI_59a8c70455a6,EXCLUDE,True
Building towards a multi-dimensional genetic architecture in Caenorhabditis elegans,DOI_1bce4393545b,EXCLUDE,True
Pathogen-Induced Proapoptotic Phenotype and High CD95 (Fas) Expression Accompany a Suboptimal CD8+ T-Cell Response: Reversal by Adenoviral Vaccine,PMID_22615561,EXCLUDE,True
Exostosin glycosyltransferase 1 reduces porcine reproductive and respiratory syndrome virus infection through proteasomal degradation of nsp3 and nsp5,PMID_34971707,EXCLUDE,True
"Estudo soroepidemiológico do sarampo em populações residentes na Região Metropolitana de Belém, estado do Pará, Brasil, 2016 a 2018",DOI_5b1362cb1c71,EXCLUDE,True
Identification of SARS-CoV-2 Cell Entry Inhibitors by Drug Repurposing Using in Silico Structure-Based Virtual Screening Approach,DOI_0add44d20581,EXCLUDE,True
Safety of coagulation factor concentrates guided by ROTEM™-analyses in liver transplantation: results from 372 procedures,PMID_31185916,EXCLUDE,True
Binding site analysis of potential protease inhibitors of COVID-19 using AutoDock,DOI_cf7f74a7ef91,EXCLUDE,True
A Loss of Function Analysis of Host Factors Influencing Vaccinia virus Replication by RNA Interference,PMID_24901222,EXCLUDE,True
Improving Loop Modeling of the Antibody Complementarity-Determining Region 3 Using Knowledge-Based Restraints,PMID_27182833,EXCLUDE,True
A positively charged cluster in the epidermal growth factor-like domain of Factor VII-activating protease (FSAP) is essential for polyanion binding,PMID_16332249,EXCLUDE,True
A single immunization with a modified vaccinia Ankara vectored vaccine producing Sudan virus-like particles protects from lethal infection,PMID_35879311,EXCLUDE,True
A novel MARV glycoprotein-specific antibody with potentials of broad-spectrum neutralization to filovirus,DOI_1e7917f1b686,EXCLUDE,True
Menstrual hygiene management considerations during Ebola response: a qualitative exploration,DOI_a30013df049b,EXCLUDE,True
The Emerging Challenges in Transmission and Detection of Filovirus Infections in Developing Countries,DOI_9c49ac7fee71,EXCLUDE,True
Distinct CD4+CD8+ Double-Positive T Cells in the Blood and Liver of Patients during Chronic Hepatitis B and C,PMID_21647449,EXCLUDE,True
Molecular architecture of the nucleoprotein C-terminal domain from the Ebola and Marburg viruses,DOI_a7f90e105239,EXCLUDE,True
The Ras <scp>GTPase</scp> ‐activating‐like protein <scp>IQGAP1</scp> bridges Gasdermin D to the <scp>ESCRT</scp> system to promote <scp>IL</scp> ‐1β release via exosomes,PMID_36373462,EXCLUDE,True
The Nucleoprotein and Phosphoprotein of Measles Virus,PMID_31496998,EXCLUDE,True
The (im)morality of disease names,DOI_fe0beb806107,EXCLUDE,True
Structure and Dynamics of the Unassembled Nucleoprotein of Rabies Virus in Complex with Its Phosphoprotein Chaperone Module,PMID_36560817,EXCLUDE,True
"Sequencing the Genome of Indian Flying Fox, Natural Reservoir of Nipah Virus, Using Hybrid Assembly and Conservative Secondary Scaffolding",PMID_32849415,EXCLUDE,True
The demographic effects and public health infrastructure dearth of COVID-19 in Ghana,DOI_fdf4e2ee3bf0,EXCLUDE,True
"Knowledge, attitude and practices regarding the use of personal protective equipment during COVID-19 pandemic among health care workers at a tertiary health care center",DOI_b833db00ff31,EXCLUDE,True
Undisclosed Sexual Risk Exposures: Results of a Nationwide Compliance Study among Whole Blood Donors in Germany,PMID_36654976,EXCLUDE,True
CD4+/CD8+ T lymphocytes imbalance in children with severe 2009 pandemic influenza A (H1N1) pneumonia,PMID_21829412,EXCLUDE,True
Community engagement in Ebola outbreaks in sub-Saharan Africa and implications for COVID-19 control: A systematic review,DOI_6d4658854646,EXCLUDE,True
"From research to health policy: The Noguchi story in the past, present and next 25 years",DOI_dff1d8dbb06e,EXCLUDE,True
Biological Control of Mosquito Larvae by Bacillus thuringiensis subsp. israelensis,DOI_ee5c21327f10,EXCLUDE,True
High-Throughput SNP Genotyping: Combining Tag SNPs and Molecular Beacons,PMID_19768600,EXCLUDE,True
"Individual and household risk factors for Ebola disease among household contacts in Mubende and Kassanda districts, Uganda, 2022",DOI_c9a1d1e960a5,EXCLUDE,True
Rabies vaccination strategies in the Netherlands in 2018: a cost evaluation,PMID_32975187,EXCLUDE,True
Investigation into Low-Level Anti-Rubella Virus IgG Results Reported by Commercial Immunoassays,PMID_23254301,EXCLUDE,True
"Clinical Characteristics, Risk Factors and Outcomes Among the First Consecutive 1,096 Patients Diagnosed with COVID-19: The Kuwait Experience",DOI_8a6b4241c908,EXCLUDE,True
Post-vaccination epidemiological analysis of hepatitis “B” viral infection among selected communities in the Central region of Ghana,DOI_a37c9c4b41b8,EXCLUDE,True
Cytoplasmic RNA sensors and their interplay with RNA-binding partners in innate antiviral response: theme and variations,PMID_35031583,EXCLUDE,True
Ebola virus infection inversely correlates with the overall expression levels of promyelocytic leukaemia (PML) protein in cultured cells,DOI_51b8efe2b2b4,EXCLUDE,True
Therapy of Ebola and Marburg virus infections,DOI_7169e37c6228,EXCLUDE,True
K-lymphocytes (killer-cells) in Crohn's disease and acute virus B-hepatitis.,PMID_304825,EXCLUDE,True
EbolaID: An Online Database of Informative Genomic Regions for Ebola Identification and Treatment,PMID_27441375,EXCLUDE,True
Antiviral Effect of Retro-2.1 against Herpes Simplex Virus Type 2 In Vitro,PMID_29847864,EXCLUDE,True
The emergency medical teams initiative in the WHO African region: a review of the development and progress over the past 7 years,PMID_38983265,EXCLUDE,True
Anthropogenic Ecological Changes and Spill Over of Viruses - A Review,DOI_f42c2c277da7,EXCLUDE,True
Editorial: Viral emerging and re-emerging diseases: basic understanding and future intervention strategies,PMID_38559347,EXCLUDE,True
"Pangolins and bats living together in underground burrows in Lopé National Park, Gabon",PMID_32836533,EXCLUDE,True
Biological Risks to Public Health: Lessons from an International Conference to Inform the Development of National Risk Communication Strategies,PMID_27875654,EXCLUDE,True
Developing digital contact tracing tailored to haulage in East Africa to support COVID-19 surveillance: a protocol,PMID_36691163,EXCLUDE,True
Why has the Ebola outbreak in West Africa been so challenging to control?,PMID_29769855,EXCLUDE,True
Human in vivo evidence of associations between herpes simplex virus and cerebral amyloid-beta load in normal aging,PMID_38570885,EXCLUDE,True
Progress and experiences of implementing an integrated disease surveillance and response system in Somalia; 2016–2023,PMID_37780418,EXCLUDE,True
Different composition of intraocular immune mediators in Posner-Schlossman-Syndrome and Fuchs’ Uveitis,PMID_29944680,EXCLUDE,True
"Abstracts of the 50th Anniversary ESPN Meeting, Glasgow, September 2017",PMID_28840254,EXCLUDE,True
IMPORTED CASES OF ARBOVIRUS INFECTIONS IN THE RUSSIAN FEDERATION,DOI_0fa94b8b14ee,EXCLUDE,True
Real‐life study on the pharmacokinetic of remdesivir in ICU patients admitted for severe COVID‐19 pneumonia,PMID_33990984,EXCLUDE,True
Synthesis and Secretion of Alpha-2-Macroglobulin by Cultured Adherent Lung Cells,PMID_71307,EXCLUDE,True
The 100-kDa U5 snRNP protein (hPrp28p) contacts the 5′ splice site through its ATPase site,PMID_11233976,EXCLUDE,True
"Karl Polanyi, the New Deal and the Green New Deal",DOI_f8798bb3e038,EXCLUDE,True
Roadmap on optical sensors,PMID_38116399,EXCLUDE,True
Lassa fever.,PMID_3096456,EXCLUDE,True
Marburg virus disease: a brief updated overview,DOI_c071c1387fb5,EXCLUDE,True
Rubella Serosurvey Among Future Healthcare Workers,PMID_34589465,EXCLUDE,True
Autonomic and peripheral nervous system function in acute tick‐borne encephalitis,PMID_27247855,EXCLUDE,True
"Assessment of Knowledge and Practices Toward COVID-19 Prevention Among Healthcare Workers in Tigray, North Ethiopia",PMID_34249827,EXCLUDE,True
"An Overview of Lassa fever, an Rising Old World Haemorrhagic Viral Disease",DOI_6801c9bb0397,EXCLUDE,True
"<i><scp>B</scp>urkholderia oklahomensis</i> agglutinin is a canonical two‐domain <scp>OAA</scp>‐family lectin: structures, carbohydrate binding and anti‐<scp>HIV</scp> activity",PMID_23480609,EXCLUDE,True
Biomarkers of Cerebral Injury and Inflammation in Pediatric Tuberculous Meningitis,PMID_28605426,EXCLUDE,True
Coronavirus Infections in Animals: Risks of Direct and Reverse Zoonoses,PMID_36091853,EXCLUDE,True
A Dead-End Host: Is There a Way Out? A Position Piece on the Ebola Virus Outbreak by the International Union of Immunology Societies,PMID_25400640,EXCLUDE,True
"Current developments, problems and solutions in the non-surgical treatment of pancreatic cancer",PMID_23556053,EXCLUDE,True
"Factors Prognosis of Ebola Virus Disease at the Wonkifong Ebola Treatment Center, Coyah, Guinea",DOI_53621b762aa5,EXCLUDE,True
Discovery of potent cross-neutralizing antibodies for the treatment of Marburg virus disease,DOI_525994a228d6,EXCLUDE,True
The Role of Folic Acid in SARS-CoV-2 Infection: An Intriguing Linkage under Investigation,PMID_36983742,EXCLUDE,True
Evaluation of effectiveness of COVID-19 training of tertiary health care workers,DOI_f4a88ae22833,EXCLUDE,True
Thromboxane synthase regulates the migratory phenotype of human gliomacells,PMID_11550298,EXCLUDE,True
Increased testing is needed for Mpox in DR Congo to urgently curb disease spread,PMID_40634699,EXCLUDE,True
"The roles of Sp1, Sp3, USF1/USF2 and NRF-1 in the regulation and three-dimensional structure of the Fragile X mental retardation gene promoter",PMID_15479157,EXCLUDE,True
Mathematical Modeling And Probability Distribution Function Analyses of Quarantine Control Strategies For Covid-19,DOI_a6d779068026,EXCLUDE,True
Multimerization of Ebola GPΔmucin on protein nanoparticle vaccines has minimal effect on elicitation of neutralizing antibodies,PMID_36091016,EXCLUDE,True
Recombinant lentogenic Newcastle disease virus expressing Ebola virus GP infects cells independently of exogenous trypsin and uses macropinocytosis as the major pathway for cell entry,PMID_24209904,EXCLUDE,True
An Occult Hepatitis B-Derived Hepatoma Cell Line Carrying Persistent Nuclear Viral DNA and Permissive for Exogenous Hepatitis B Virus Infection,PMID_23734258,EXCLUDE,True
Diversity of novel archaeal viruses infecting methanogens discovered through coupling of stable isotope probing and metagenomics,PMID_35848130,EXCLUDE,True
Concomitant Serological and Molecular Methods for Strongyloides stercoralis Screening in an Endemic Area of Spain,PMID_39330883,EXCLUDE,True
Central nervous system demyelinating diseases: glial cells at the hub of pathology,DOI_2c3e23ed0cb6,EXCLUDE,True
"Pneumoviral Phosphoprotein, a Multidomain Adaptor-Like Protein of Apparent Low Structural Complexity and High Conformational Versatility",PMID_33546457,EXCLUDE,True
Recent advances in optical label-free characterization of extracellular vesicles,PMID_35880114,EXCLUDE,True
Antibody Derived Peptides for Detection of Ebola Virus Glycoprotein,PMID_26489048,EXCLUDE,True
A Process for Determining the Environmental and the Sociological Factors That Influenced the Emergence of Ebola in Guinea,DOI_f77d767bd205,EXCLUDE,True
"Lessons learned for surveillance system strengthening through capacity building and partnership engagement in post-Ebola Guinea, 2015–2019",PMID_36033803,EXCLUDE,True
Improved Efficacy of a Gene Optimised Adenovirus-based Vaccine for Venezuelan Equine Encephalitis Virus,PMID_19646224,EXCLUDE,True
Multifunctionalizing the marine diatom Phaeodactylum tricornutum for sustainable co-production of omega-3 long chain polyunsaturated fatty acids and recombinant phytase,DOI_acc3fb0cedea,EXCLUDE,True
The Convention on Animal Protection: The Missing Link in a One Health Global Strategy for Pandemic Prevention,DOI_fd99c58653e9,EXCLUDE,True
Exploring the Potency of Antiviral Marine Alkaloids Against Japanese encephalitis and Ebola virus: A Computational-Based Assessment for Drug Repurposing Applications,DOI_e81349eb6b24,EXCLUDE,True
"Long-Term Clinical Safety of the Ad26.ZEBOV and MVA-BN-Filo Ebola Vaccines: A Prospective, Multi-Country, Observational Study",DOI_74370fb9f527,EXCLUDE,True
Clinical Presentations of Lassa Fever in Non-Endemic Parts of the World: A Systematic Review,DOI_8511d05d324e,EXCLUDE,True
"High-Throughput, High-Resolution Interferometric Light Microscopy of Biological Nanoparticles",PMID_32003974,EXCLUDE,True
"""New Pandemics”",DOI_3188b9b50674,EXCLUDE,True
Human Cytomegalovirus Impairs the Function of Plasmacytoid Dendritic Cells in Lymphoid Organs,PMID_18941519,EXCLUDE,True
Antiviral CD8<sup>+</sup>T-cell immune responses are impaired by cigarette smoke and in COPD,PMID_37385655,EXCLUDE,True
"Regulamento sanitário internacional: emergências em saúde pública, medidas restritivas de liberdade e liberdades individuais",DOI_803224b8eadc,EXCLUDE,True
Europium Nanoparticle-Based High Performing Immunoassay for the Screening of Treponemal Antibodies,PMID_24386329,EXCLUDE,True
Four high-quality draft genome assemblies of the marine heterotrophic nanoflagellate Cafeteria roenbergensis,PMID_31964893,EXCLUDE,True
Constructing phylogenetic tree for viral hemorrhagic fever (VHF) by RAXML,DOI_4c7d2b9e8500,EXCLUDE,True
Appendix Q: Recommendations for Developing Molecular Assays for Microbial Pathogen Detection Using Modern <i>In Silico</i> Approaches,PMID_33241357,EXCLUDE,True
Proteomic Analysis of Mamestra Brassicae Nucleopolyhedrovirus Progeny Virions from Two Different Hosts,PMID_27058368,EXCLUDE,True
HIV-related proteins prolong macrophage survival through induction of Triggering receptor expressed on myeloid cells-1,PMID_28181540,EXCLUDE,True
HAART and Hepatotoxicity,DOI_690b2f4ad9f0,EXCLUDE,True
Analysis of codon usage bias of classical swine fever virus,PMID_34316191,EXCLUDE,True
Immune response and potential therapeutic strategies for the SARS-CoV-2 associated with the COVID-19 pandemic,PMID_35342348,EXCLUDE,True
"Endocytic Pathways Involved in Filovirus Entry: Advances, Implications and Future Directions",PMID_23342373,EXCLUDE,True
An Innovative Pseudotypes-Based Enzyme-Linked Lectin Assay for the Measurement of Functional Anti-Neuraminidase Antibodies,PMID_26267900,EXCLUDE,True
Globalization of Communicable Animal Diseases – A Crisis of Veterinary Medicine,DOI_5bb122a8e12f,EXCLUDE,True
Causes and Pathophysiology of Nephrotic Syndrome in Childhood,DOI_30c79d489ebf,EXCLUDE,True
Cell-to-cell transport in viral families: faster than usual,PMID_32551784,EXCLUDE,True
Clinical Efficacy of a 24-months Course of Lamivudine Therapy in Patients with HBeAg Negative Chronic Hepatitis B: A Long-term Prospective Study,PMID_20514309,EXCLUDE,True
Improved hemodynamics with a novel chest compression device during treatment of inhospital cardiac arrest,DOI_89707e9a5033,EXCLUDE,True
Decreased Circulating Endothelial Progenitor Cell Levels and Function in Patients with Nonalcoholic Fatty Liver Disease,PMID_22359630,EXCLUDE,True
"Vírus do sarampo: vigilância molecular de um caso importado em São Paulo, Brasil",DOI_85540a864946,EXCLUDE,True
Comprehensive immunoinformatics and bioinformatics strategies for designing a multi-epitope based vaccine targeting structural proteins of Nipah virus,PMID_40433372,EXCLUDE,True
Identification of antigen-specific TCR sequences based on biological and statistical enrichment in unselected individuals,PMID_34032640,EXCLUDE,True
Quo vadis? Central Rules of Pathogen and Disease Tropism,PMID_33718287,EXCLUDE,True
Broad Neutralizing Activity Against Ebolaviruses Lacking the Mucin-Like Domain in Convalescent Plasma Specimens From Patients With Ebola Virus Disease,PMID_29939289,EXCLUDE,True
Emerging Trends of Viral Zoonoses: A Problem Needs Solution,DOI_8d998624801b,EXCLUDE,True
Therapeutic synthetic and natural materials for immunoengineering,PMID_38170619,EXCLUDE,True
"Ten golden lessons from Republic of China (Taiwan), the best country to save lives during 300 days battle against Covid-19",DOI_54d88aa2e287,EXCLUDE,True
Serum-stimulated cell cycle entry promotes ncOGT synthesis required for cyclin D expression,PMID_23552487,EXCLUDE,True
